dedicated_video_card,name,price,processor,ram,screen,storage,video_card
,Lenovo IdeaPad Flex 5 14ITL05 [82HS0042CL],749990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),12 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce 940MX (2 GB),Lenovo ThinkPad T470p (i7-7820HQ / 8GB / 256GB SSD / GeForce 940MX 2GB / W10P),749990,Intel Core i7-7820HQ (4 núcleos / 8 hilos / 2900 MHz  - 3900 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel HD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),Lenovo IdeaPad S340 (i7-9750H / 8GB / 512GB SSD / GTX 1650 Ti 4GB),749990,Intel Core i7-9750H (6 núcleos / 12 hilos / 2600 MHz  - 4500 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),Lenovo IdeaPad Gaming 3 15ARH05 [82EY00TDCL],749990,AMD Ryzen 5 4600H (6 núcleos / 12 hilos / 3000 MHz  - 4000 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 120 Hz",SSD 512GB,AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),Lenovo IdeaPad Gaming 3 15ARH05 + Mouse Gamer Lenovo IdeaPad M100 RGB [82EY00TDCL],749990,AMD Ryzen 5 4600H (6 núcleos / 12 hilos / 3000 MHz  - 4000 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 120 Hz",SSD 512GB,AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
,Lenovo ThinkPad X390 Yoga [20NQS41X00],750000,Intel Core i7-8565U (4 núcleos / 8 hilos / 1800 MHz  - 4600 MHz),16 GB DDR4 (2400 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Lenovo ThinkPad E14 [20RA004XUS],759990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 620 (Integrada)
,Lenovo Yoga C740-14IML [81TC003LUS],759990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Dell Latitude 7490 (i5-8350U / 8GB / 1TB SSD),759990,Intel Core i5-8350U (4 núcleos / 8 hilos / 1700 MHz  - 3600 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
,Acer Aspire Spin 3 (i5-1135G7 / 8GB / 256GB SSD / W10H),769990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB LPDDR4X (2400 MHz),"LED 13.3"" (2560x1600) táctil / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),ASUS TUF Gaming F15 FX506LH-HN110T [90NR03U1-M05270],769990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),ASUS TUF Gaming F15 FX506LH-HN082T [90NR03U2-M07080],769990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Dell Latitude 3410 (i5-10210U / 8GB / 256GB SSD / W10H),769990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Dell Vostro 3500 (i7-1165G7 / 8GB / 512GB SSD / W10P),769990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Lenovo Yoga C740-15IML [81TD0078US],769990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080) táctil / 60 Hz",Intel Optane 32GB,Intel UHD Graphics 620 (Integrada)
,MSI Modern 14 B10MW [258CL],769990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,ASUS ExpertBook B1 [90NX0421-M09680],770000,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Aspire Nitro 5 AN515 (i5-9300H / 12GB / 1TB + 128GB SSD / Geforce GTX 1650 4GB / W10H),776990,Intel Core i5-9300H (4 núcleos / 8 hilos / 2400 MHz  - 4100 MHz),12 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 630 (Integrada)
,Acer Swift 3 SF314-59-57R9 (NX.A5UAL.002),779990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB LPDDR4X (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,ASUS VivoBook 15 X512JA-211-VBGB,779990,Intel Core i7-1065G7 (4 núcleos / 8 hilos / 1300 MHz  - 3900 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),Intel Iris Plus Graphics G7 (Integrada)
,Dell Vostro 5410 [5CJGG],779990,Intel Core i5-11300H (4 núcleos / 8 hilos / 3100 MHz  - 4400 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Huawei Matebook D 15 + Router + Mouse [53012BGF / BohrD-WFH9C],779990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),16 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Dell Latitude 3520 [L352i5TGs81TW10P3W],780000,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel Iris Xe Graphics G7 80EUs (Integrada)
,Dell Vostro 5402 (i5-1135G7 / 8GB / 256GB SSD / W10P),787990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Dell Inspiron 15 3505 (Ryzen 7 3700U / 8GB / 512GB SSD / W10P),789000,AMD Ryzen 7 3700U (4 núcleos / 8 hilos / 2300 MHz  - 4000 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 10 (Integrada)
,Dell Vostro 3400 [C734G],789000,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),Intel Iris Xe Graphics G7 80EUs (Integrada)
,Dell Latitude 3420 [L342i5TGs8256W10P3W],789490,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Nitro 5 AN515-54-59UV,789990,Intel Core i5-9300H (4 núcleos / 8 hilos / 2400 MHz  - 4100 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 630 (Integrada)
,HP Pavilion Aero 13-BE0501LA [472Q9LA],789990,AMD Ryzen 5 5600U (6 núcleos / 12 hilos / 2300 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 13.3"" (1920x1200)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 7 (Integrada)
,Dell Latitude 3420 [L342i5TGs8256W10P3WX],790400,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,HP 240 G7 [151D9LT-M],799900,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),ASUS TUF FX506LI-HN039T [90NR03T1-M03280],799990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,ASUS VivoBook S14 D433IA-EB934R [90NB0QR4-M15220],799990,AMD Ryzen 7 4700U (8 núcleos / 8 hilos / 2000 MHz  - 4100 MHz),16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 7 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Nitro 5 AN515-54-59UV-7 [NH.Q59AL.003.7],799990,Intel Core i5-9300H (4 núcleos / 8 hilos / 2400 MHz  - 4100 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 630 (Integrada)
,ASUS VivoBook X413EA-EB669T,799990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Dell Latitude 3420 [P3K47_G3],799990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Dell G3 15 3500 [X1MT4],799990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
,Lenovo IdeaPad Flex 5 15ITL05 [82HT0012CL],799990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),12 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Lenovo ThinkPad E14 Gen 2 [20TBS0R500],799991,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce GTX 1650 Max-Q (4 GB),MSI GF63 Thin 10SC [10SC-405CL],799990,Intel Core i5-10500H (6 núcleos / 12 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Aspire Nitro 5 AN515-55-56P2-2 [NH.Q7MAL.00W.2],799990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce MX230 (2 GB),Lenovo IdeaPad S340-14IML [81N90001CL],799990,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Lenovo IdeaPad L340-15IRH Gaming (i5-9300H / 8GB / 256GB SSD),799990,Intel Core i5-9300H (4 núcleos / 8 hilos / 2400 MHz  - 4100 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1050 (3 GB),HP Pavilion Gaming 15-DK0014LA [6QW86LA],799990,Intel Core i5-9300H (4 núcleos / 8 hilos / 2400 MHz  - 4100 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",Intel Optane 16GB,Intel UHD Graphics 630 (Integrada)
,MSI Modern 14 B11M (i5-1135G7 / 8GB / 256GB SSD / W10H / Carbon Gray),799990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce MX330 (2 GB),MSI Modern 14 A10RAS [A10RAS-1031],799990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),Dell Inspiron G5 15 5500 (i5-10300H / 8GB / 256GB SSD / GTX 1650 Ti 4GB / W10H),799990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
,Dell Latitude 7490 (i5-8350U / 24GB / 256GB SSD),799990,Intel Core i5-8350U (4 núcleos / 8 hilos / 1700 MHz  - 3600 MHz),24 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Lenovo ThinkPad E14 [20RBS7RY00],800000,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Dell Latitude 5310 2-in-1 (i7-10610U / 16GB / 256GB SSD),800000,Intel Core i7-10610U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR4 (2666 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,ASUS ExpertBook B2 (i5-8265U / 8GB / 256GB SSD / W10P),803400,Intel Core i5-8265U (4 núcleos / 8 hilos / 1600 MHz  - 3900 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,HP 340S G7 [2Z788LT],804990,Intel Core i7-1065G7 (4 núcleos / 8 hilos / 1300 MHz  - 3900 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G7 (Integrada)
,ASUS ExpertBook B3540FA-BQ1256R [90NX0261-M16260],809990,Intel Core i5-8265U (4 núcleos / 8 hilos / 1600 MHz  - 3900 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Aspire Nitro 5 (i5-10300H / 16GB / 512GB SSD / GTX 1650 4GB / W10H / 144Hz),809990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Acer Swift 3 SF313-53-59ZB [NX.A4KAL.007],819990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB LPDDR4X (4266 MHz),"LED 13.5"" (2256x1504)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Acer Swift 3 SF314-42-R9YN [NX.HSEAA.003],819990,AMD Ryzen 7 4700U (8 núcleos / 8 hilos / 2000 MHz  - 4100 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 7 (Integrada)
,Lenovo V14 ARE [82DQ000RPH],819990,AMD Ryzen 5 4500U (6 núcleos / 6 hilos / 2300 MHz  - 4000 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
,MSI Modern 14 B11MOU (i5-1135G7 / 8GB / 256GB SSD / W10H / Carbon Gray),819990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Dell Vostro 5402 [DPRNN],821225,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Dell Inspiron 3510 [RX4GD],824490,Intel Core i5-11300H (4 núcleos / 8 hilos / 3100 MHz  - 4400 MHz),8 GB LPDDR4X (4266 MHz),"LED 13.3"" (1920x1200)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Lenovo ThinkBook 14-IML [20RV003CCL],825000,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),HP Pavilion Gaming 15-DK1022LA [2B122LA],825000,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",Intel Optane 16GB,Intel UHD Graphics 630 (Integrada)
,ASUS ExpertBook B2451FA-EK0209R [90NX02N1-M02610],829244,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),ASUS X571GT-BQ930T [90NB0NL1-M15060],829990,Intel Core i5-9300H (4 núcleos / 8 hilos / 2400 MHz  - 4100 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Dell Latitude 5420 [5W83G],829990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Lenovo ThinkPad A275 [20KD001SUS],829990,AMD A12-8830B (4 núcleos / 4 hilos / 2500 MHz  - 3400 MHz),8 GB DDR4 (1866 MHz),"LED 12.5"" (1366x768)  / 60 Hz",SSD 256GB,AMD Radeon R7 (Carrizo) (Integrada)
,HP Pavilion 15-EH0011LA [310H1LA],829990,AMD Ryzen 7 4700U (8 núcleos / 8 hilos / 2000 MHz  - 4100 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 7 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),HP Pavilion Gaming 16-A0001LA [165G0LA],829990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2933 MHz),"LED 16.1"" (1920x1080)  / 60 Hz",Intel Optane 32GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),HP Pavilion Gaming 15-EC1024LA [162D5LA],829990,AMD Ryzen 7 4800H (8 núcleos / 16 hilos / 2900 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 7 (Integrada)
,Lenovo IdeaPad 5 14IIL05 [81YH004QCL],849900,Intel Core i7-1065G7 (4 núcleos / 8 hilos / 1300 MHz  - 3900 MHz),16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Plus Graphics G7 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Aspire 7 A715-42G-R366 [NH.QAYAL.001],849990,AMD Ryzen 7 5700U (8 núcleos / 16 hilos / 1800 MHz  - 4300 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 8 (Integrada)
,Apple MacBook Pro MD101LL/A (Mid 2012),849990,Intel Core i5-3210M (2 núcleos / 4 hilos / 2500 MHz  - 3100 MHz),4 GB DDR3 (1600 MHz),"LED 13.3"" (1280x800)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 4000 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Nitro 5 AN515-43-R9M4-2 [NH.Q6ZAL.009.2],849990,AMD Ryzen 5 3550H (4 núcleos / 8 hilos / 2100 MHz  - 3700 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 8 (Integrada)
,Apple MacBook Air MMGG2LL/A (Early 2015 / i5-5250U / 512GB SSD / Silver),849990,Intel Core i5-5250U (2 núcleos / 4 hilos / 1600 MHz  - 2700 MHz),8 GB LPDDR3 (1600 MHz),"LED 13.3"" (1440x900)  / 60 Hz",SSD 512GB,Intel HD Graphics 6000 (Integrada)
,Apple MacBook Air (Late 2018 / i5-8210Y / 8GB / 128 GB / Silver) [5REA2E/A],849990,Intel Core i5-8210Y (2 núcleos / 4 hilos / 1600 MHz  - 3600 MHz),8 GB DDR3L (2133 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 128GB,Intel UHD Graphics 617 (Integrada)
,Dell Inspiron 15 3505 (Ryzen 7 3700U / 12GB / 512GB SSD),849990,AMD Ryzen 7 3700U (4 núcleos / 8 hilos / 2300 MHz  - 4000 MHz),12 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 10 (Integrada)
,Lenovo IdeaPad S540-15IWL [81NE000ECL],849990,Intel Core i7-8565U (4 núcleos / 8 hilos / 1800 MHz  - 4600 MHz),12 GB DDR4 (2133 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce GTX 1650 Max-Q (4 GB),MSI GF63 Thin 10SC [10SC-015CL],849990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB),Acer Aspire Nitro 5 AN515-55-56P2-1 [NH.Q7MAL.00W.1],849990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),12 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,HP Envy 13-BA0102LA [1U3W5LA],849990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),8 GB DDR4 (2666 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",Intel Optane 16GB,Intel UHD Graphics G1 (Integrada)
,HP Pavilion 13-AN1010LA [6QV89LA],849990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),8 GB DDR4 (2400 MHz),"LED 13.3"" (1366x768)  / 60 Hz",Intel Optane 16GB,Intel UHD Graphics G1 (Integrada)
,HP Pavilion 13-BB0027NR [20V31UA],849990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB DDR4 (3200 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Lenovo IdeaPad 3 15IIL05 (i3-1005G1 / 4GB / 128GB SSD / Platinum Grey) (81WE),849990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
,HP Pavilion 15-EG0067ST [1G7S3UA],849990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),12 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Apple MacBook Air (Late 2020 / Apple Silicon M1 / 256 GB / Space Gray) [MGN63BE/A],850000,Apple M-Series-M1 (8 núcleos / 8 hilos / 3200 MHz ),8 GB UMA (0 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 256GB,Apple M-Series M1 (Integrada)
,HP Envy 13-BA1124LA [2K6V7LA],850000,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),8 GB DDR4 (2666 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",Intel Optane 32GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Dell Latitude 5400 (i5-8265U / 8GB / 1TB / W10P),859990,Intel Core i5-8265U (4 núcleos / 8 hilos / 1600 MHz  - 3900 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 620 (Integrada)
